Series Name,Series Code,Country Name,Country Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Algeria,DZA,38.09226829,36.7110434,38.13085162,38.69162328,34.92282841,37.61266347,38.15474831,35.95768728,39.84045757,40.12827205,39.74911292,38.36103601,39.99799092,38.10974858,38.06424882,37.33509941,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Andorra,AND,100.8425,100.3235849,101.0154717,100.1876786,99.26189655,99.34236364,99.82388889,99.82388889,99.43211538,99.43211538,100.2812245,99.53285714,99.31458333,100.443913,99.08702128,99.86723404,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Angola,AGO,33.34669249,36.88538913,37.99345919,26.11953344,26.01737507,38.16636676,37.49737761,40.77856061,45.32763168,46.90109709,48.73151731,57.13246612,53.18379037,81.62066416,48.58044937,50.64001694,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Antigua and Barbuda,ATG,99.53285714,94.96589744,98.38292683,105.42625,104.6436585,100.8425,102.0382609,100.0785417,36.67,107.0165306,100.6627451,72.83069444,111.5704255,110.01,111.5067347,111.4768,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Argentina,ARG,51.02436534,48.98490168,46.28030539,47.84549595,49.11053308,52.76401622,47.6779472,52.76859887,52.36841209,53.65719103,49.06779476,47.97930488,49.3669875,48.68339448,49.23620936,48.18359996,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Armenia,ARM,21.59455556,26.20964744,26.71671429,24.47917553,22.03488789,20.49926503,17.77084615,18.17388401,21.14013304,23.23559908,19.07730769,15.70655594,15.53474545,15.65835766,15.38217228,16.34599606,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Australia,AUS,23.36521916,25.48787894,27.14073809,26.04356065,26.90482991,26.1693921,25.69954485,27.56149292,27.20887074,29.63894049,30.95519481,31.75842341,32.53958526,32.49619498,31.16711041,30.96932206,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Austria,AUT,49.5701075,49.85893614,49.82904378,48.9868628,49.48814664,49.39315385,50.24366508,48.82766294,50.63328935,48.30627787,46.93459206,47.62425434,48.13111787,49.16938861,48.93978781,49.39661303,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Azerbaijan,AZE,29.15037707,29.62066614,37.00103378,37.37995013,39.97180082,38.01145449,41.68196656,35.88899594,36.78669053,36.03226087,35.96382003,37.87405397,37.97839121,35.2427582,36.08866024,37.48962952,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Bahamas, The",BHS,87.4570892,84.4375,87.03013333,90.99592593,90.22272277,87.68123762,86.62623188,111.7479147,26.61925249,114.59375,74.24917355,52.18423077,92.20559486,89.57557252,84.78970464,81.37726027,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Bahrain,BHR,12.79758389,18.95255517,20.86678174,23.70358617,25.97015459,16.60743556,25.05225554,26.48471134,14.85780024,15.85081216,14.9610219,9.274459917,15.8486822,7.753848445,13.0142549,12.59165232,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Bangladesh,BGD,38.30578355,36.05504557,34.49259867,34.82028497,32.43237848,30.44937883,26.79545143,23.84696489,22.34616536,21.45245749,24.64207828,25.67974996,23.06251238,24.76087147,20.50635096,20.95073366,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Barbados,BRB,78.06265152,74.67832117,77.06014493,79.81117647,79.79598592,78.32911565,79.53425676,80.55039326,31.43142857,83.71830189,83.00155689,60.89542986,89.1972973,88.69023256,88.40596899,88.45587786,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Belarus,BLR,30.53234635,28.94217114,27.82174881,29.49643536,29.26847734,31.48843734,29.06105493,30.5978812,40.7793479,27.56066374,34.43272151,31.57949992,30.55731353,30.27571885,30.55721989,30.49302119,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Belgium,BEL,45.73369359,45.03281101,47.40748398,46.79750658,47.31527348,46.62304464,46.39934793,47.53759843,50.66177385,51.63833099,52.94646123,49.83042123,50.59632543,55.08227706,55.3401145,53.48485899,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Belize,BLZ,84.41018868,83.21269231,84.84431373,89.17477273,89.72446809,87.00137255,89.94528302,87.2746,40.18630137,93.63946429,92.24796875,68.02550725,101.2092,100.2812245,87.23015152,86.87969231,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Benin,BEN,91.87429348,92.19391509,93.67798319,94.21146245,81.65010791,81.6697389,84.78371298,85.98482759,85.19923404,87.41608268,86.96238956,86.72377637,86.34250996,81.59241379,84.48180301,72.73136929,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Bhutan,BTN,44.81888889,42.1705,51.94916667,63.87677419,51.87463415,55.005,57.35564103,54.08825,65.41135135,66.31808511,54.73134328,57.9,52.20082353,47.20287234,47.74739583,39.05504065,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Bolivia,BOL,64.4165019,59.92849332,66.49708013,64.69802548,66.60320755,59.30945341,59.60397841,56.1315745,53.56410959,52.37178191,50.73612158,59.43728696,54.37275862,52.66881011,49.60601176,49.85490976,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Bosnia and Herzegovina,BIH,23.61164244,21.30688187,19.19869448,21.87953115,19.3404313,18.52950865,18.77177872,19.7657659,21.37153958,21.41429463,18.62848357,18.71906648,18.3433913,21.0161057,21.71028557,21.66714414,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Botswana,BWA,47.66152455,46.86116625,51.63734694,48.21596977,45.66614486,50.02899756,53.1375463,58.13740319,53.34633252,72.57830861,64.814225,53.53962963,51.90519784,42.12164095,34.94076283,38.73011236,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Brazil,BRA,74.73423113,72.96900057,70.98581801,69.31231515,70.22453118,69.11940356,68.33689008,67.98178149,71.58609469,68.86193222,69.31800993,68.5159826,67.51210827,67.63378389,66.07201013,67.20606685,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Brunei Darussalam,BRN,20.9299768,16.4846789,15.99510476,20.49644309,21.98678423,13.45921053,27.02,28.49289474,23.64055182,23.19938776,27.93406562,29.00684432,23.61088319,24.25375897,27.53316054,28.14608424,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Bulgaria,BGR,22.8532395,27.3743273,25.14601796,24.13318143,27.00468254,27.15242393,24.23063284,24.231665,26.96700023,24.87182609,20.83405275,24.21097739,25.13119789,26.08493488,26.47066905,29.27274557,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Burkina Faso,BFA,95.27009804,97.06764706,96.67545455,96.38044248,96.61747826,96.12778571,94.0760119,81.40356021,83.6,86.67454545,86.67454545,87.41261993,88.8969697,91.31072848,94.04776471,93.35134286,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Burundi,BDI,94.29428571,91.675,90.59647059,119.1775,91.675,90.71,94.57,89.8415,88.008,91.675,107.0367568,83.68282051,82.28390244,84.62307692,84.96707317,93.26934783,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Cabo Verde,CPV,93.8752,98.22321429,99.36387097,97.06764706,100.0090909,94.6086,110.01,97.78666667,102.8198039,103.2192593,108.08,95.48037736,97.78666667,98.2756,99.009,98.67563636,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Cambodia,KHM,104.7226977,99.88841629,99.99508403,102.7684454,105.148447,101.6815593,95.03641667,89.16208122,88.38012685,95.17802846,90.72115607,90.52483395,87.27197133,75.88422323,64.79221445,65.00590909,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Cameroon,CMR,46.34439179,47.45876206,54.46396721,52.65004587,48.37555219,48.38329496,56.35980296,52.74941535,63.57802048,63.2649277,66.53051443,69.1328187,50.70112619,68.37180645,77.18554307,69.82311111,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Canada,CAN,45.7025934,42.64081698,44.89950216,47.16147641,45.91534466,48.69295082,46.39479337,46.90254289,49.11231125,46.89315982,44.70001497,44.22463391,43.51295749,45.08968211,48.19729456,45.87613646,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Central African Republic,CAF,98.2756,98.2756,97.78666667,97.78666667,97.78666667,95.90615385,97.31653846,97.31653846,97.31653846,97.78666667,96.10068966,97.78666667,95.342,96.56433333,94.63225806,95.81516129,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Chad,TCD,96.61134615,96.17226415,97.9475,97.15168831,95.800375,96.59414634,97.09215909,97.658,97.15659794,96.83728155,100.1717073,95.58921348,95.26228261,95.96617021,92.99814433,89.87745098,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Chile,CHL,59.51310424,62.32920928,59.32884192,57.27970583,60.75689878,62.68930938,73.00581248,69.72941538,68.79060884,62.38423264,59.71642605,57.58624283,55.40291415,57.40758345,54.15278151,53.50687558,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,China,CHN,18.70957624,17.16292307,16.48866263,16.39608636,14.62194761,13.98137429,12.9425258,13.49423545,12.34323595,12.90900609,12.12274847,12.35339812,12.43506201,12.77528287,13.51582901,13.61682903,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Colombia,COL,48.78061817,50.94030303,52.96268654,52.55902882,53.46943188,58.90579349,57.90749958,56.80183,56.80471887,55.23744743,50.59106709,55.40931427,58.50983931,53.11683037,54.25150685,58.73504298,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Comoros,COM,93.34181818,93.34181818,94.29428571,95.342,99.53285714,107.5653333,85.56333333,88.61916667,101.5476923,100.8425,90.45266667,95.342,97.78666667,96.25875,93.71222222,100.8425,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Congo, Dem. Rep.",COD,87.26531646,84.59102273,84.64943925,84.62307692,83.1842953,82.965875,82.76942857,86.08625668,76.7778125,83.84257282,88.18261905,90.54320988,92.22756164,94.00993737,91.23089965,92.92106796,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Congo, Rep.",COG,25.63220736,20.56139286,30.05942177,31.92597902,18.41107884,20.66854545,21.87333333,22.36802218,28.98547794,34.90277108,39.76355967,52.1872,63.347425,58.95960784,68.54305233,69.2898806,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Costa Rica,CRI,93.09579336,100.1117572,97.99741379,98.89787879,91.58727273,95.36435976,87.86325,90.26086436,91.675,94.27954993,85.3330148,85.15315436,85.92469152,86.68731801,85.40122016,85.7297401,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Cote d'Ivoire,CIV,76.32749201,67.19001567,54.04374757,80.30865314,71.69900172,65.39374778,65.80778378,55.92751572,46.06939292,48.69681672,55.95388982,64.37002535,68.35530733,66.54622768,58.07361925,38.20447425,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Croatia,HRV,60.62009375,59.88710059,61.56351689,58.22730459,59.6079646,60.38168363,57.81652687,56.84356026,60.20232283,53.04524666,52.57830882,51.49761741,50.44276995,52.58127907,54.10363909,52.51559622,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Cuba,CUB,86.73216992,93.37006934,92.9467499,91.52080096,91.7317208,89.52778327,83.26247059,94.14893577,92.58160148,102.9692631,92.99840925,93.01596534,91.56103473,91.23845238,94.86978538,88.76846749,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Cyprus,CYP,87.4682684,86.6464135,87.40391248,82.18645914,82.14639136,85.02452141,86.51271845,89.4922619,89.43355746,89.14280051,89.95078146,91.25710826,86.50211599,84.25951111,84.48162242,85.03337063,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Czechia,CZE,15.71742177,16.73399393,16.58617822,17.43785645,17.87356917,17.31638889,17.47037936,18.23426676,18.77865521,17.46113842,17.56181744,17.6352692,17.98158002,19.36249524,19.74398792,19.70754035,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Denmark,DNK,45.91070381,44.14937569,37.63402427,40.67110596,42.4327412,37.451151,40.63914981,42.6255826,40.53685112,41.93684101,43.62274774,47.19786967,42.76943722,46.06309843,49.3844494,47.61503109,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Djibouti,DJI,96.5,99.92575,102.854878,101.75925,96.36534884,95.51255814,98.30680851,106.1089362,99.64673913,99.43211538,98.550625,94.19156863,89.05571429,114.7930435,99.82388889,108.5132653,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Dominica,DMA,73.34,85.56333333,83.81714286,89.383125,89.383125,84.12529412,101.8611111,91.675,32.2696,95.74944444,90.59647059,66.006,99.22470588,97.78666667,97.78666667,99.82388889,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Dominican Republic,DOM,94.41026885,91.96491615,89.1480609,85.13817391,83.14617899,75.9928002,78.66766278,75.8215628,77.6738971,75.72070736,74.62265932,73.59418207,69.99224471,67.73286116,70.9318209,73.1451063,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Ecuador,ECU,83.97148164,90.08166596,95.54708264,97.08461841,95.85524494,84.38760907,92.45600406,95.33231176,95.02765341,90.13517749,84.71286479,70.51692056,87.21563784,92.66295388,89.30657908,87.81623686,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Egypt, Arab Rep.",EGY,53.18484681,44.76243228,55.89352941,53.05058589,49.36600847,49.52282091,46.55236679,48.90108926,50.53965983,48.0069084,50.13136948,46.03387552,46.23525353,54.74857235,49.61932197,49.10074756,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,El Salvador,SLV,91.39388416,92.90968013,89.95697389,85.80121257,85.34888889,85.56333333,82.95205767,85.28030391,87.39317365,88.92755352,88.32169617,88.23549483,87.19058824,87.8076783,90.73205714,93.03030683,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Equatorial Guinea,GNQ,9.133919414,19.38141439,35.39081395,8.952537931,14.55014833,26.38158297,45.94678146,7.391169265,12.79274327,13.13494748,18.3161174,7.583106893,13.80517647,16.45390606,13.09642857,13.03094643,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Eritrea,ERI,86.96028571,85.74308824,100.443913,110.01,124.0668333,101.5476923,106.414902,85.56333333,102.2078723,96.0754,85.98482759,84.39920635,82.93061538,83.58602941,91.39292308,92.78621212,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Estonia,EST,14.72555919,14.09055855,12.65910279,11.96326241,11.48079439,12.02332914,9.513879093,9.643668671,8.897867647,7.341769068,7.110526316,7.364594756,5.35049505,4.588894501,3.196994144,6.420178914,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Eswatini,SWZ,59.41898148,60.31700935,64.9059,65.56151515,64.26326733,63.90019802,65.23028846,68.30686275,64.08682243,68.2570297,68.66637255,67.45896226,46.84296774,75.24989583,72.98398058,67.97365854,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Ethiopia,ETH,88.75806818,89.14741794,88.09565737,87.03105066,85.90219802,85.97077778,85.90566722,82.5075,82.54718615,86.20567233,74.89628647,72.73316785,71.94882296,70.18751014,68.98401398,63.92108361,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Fiji,FJI,89.97731481,86.09478261,87.60055556,88.6610274,80.215625,83.77890511,86.14539683,85.9453125,75.98628866,97.99741379,90.51873874,95.7692233,110.3345133,118.4077099,135.994702,111.2744828,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Finland,FIN,38.75891144,41.53120271,37.83079905,41.89850916,47.94341327,41.16757386,40.5003533,46.09314155,45.51601144,40.68710379,45.49820936,47.51292046,39.61441323,51.19977253,48.8990425,50.00308685,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,France,FRA,62.22398663,61.7186618,60.37938727,60.92585395,59.86390499,60.48773735,60.37196991,60.3359239,61.84356898,57.92329712,59.57376998,57.71275563,56.22450108,60.94808557,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Gabon,GAB,27.46246725,27.35429561,26.39571754,27.39902935,30.25473002,35.76232673,38.93358025,38.80094431,36.93192857,40.97507338,38.81558511,39.62624357,45.22633333,45.33745455,44.56609489,43.09206655,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Gambia, The",GMB,96.99806452,99.009,99.009,99.6965625,94.91058824,96.76805556,87.09125,84.42627907,77.92375,96.67545455,98.60155556,97.25521739,96.67545455,97.31653846,97.55603774,98.93981132,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Georgia,GEO,47.60849432,54.13780405,54.30873418,46.02792285,44.02129717,44.62817021,44.81165187,45.61020661,49.98081851,51.97214286,41.56308282,37.84303199,33.91039541,33.46624557,34.99593478,40.242,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Germany,DEU,38.57034973,37.48554418,36.39384077,35.974868,35.92121284,35.47102756,32.53269181,34.79226192,35.31432908,34.02455261,33.81895884,33.21442594,33.26910189,34.00734898,34.18716372,33.77428963,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Ghana,GHA,96.19231884,87.27657682,93.75793829,96.71574018,86.81700855,100.3531317,98.66458564,96.25875,68.36467337,72.61646637,71.17764128,82.7266948,78.86126582,81.71004871,80.63522141,93.9490078,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Greece,GRC,47.52942138,48.67695756,48.55792955,48.73419129,49.45684159,49.53909434,45.3848816,48.55734688,49.4236046,46.60163279,43.57029213,46.24842927,43.47479443,46.94603595,50.23051316,51.919454,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Grenada,GRD,84.50043478,85.56333333,86.5412,89.28347826,86.5412,88.85423077,85.12678571,87.24931034,31.23740741,89.77827586,87.24931034,64.60904762,95.1128125,93.8752,96.42851852,95.60392857,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Guatemala,GTM,90.34800204,84.58266476,82.00302657,85.10851163,83.08046875,82.70662033,80.31350524,77.61381673,85.13010127,76.15830568,75.3078109,73.52108642,70.38046887,69.81757706,64.56523256,62.27179267,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Guinea,GIN,99.49949045,99.66141104,100.0875294,99.65124294,99.24815217,99.588,99.45348485,99.42860697,99.63169811,99.44904,99.0929771,97.34485944,96.88954128,96.74986607,96.58358268,97.05240283,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Guinea-Bissau,GNB,100.2313333,102.676,97.1755,96.04047619,101.2790476,98.34227273,100.443913,103.3427273,102.0382609,99.31458333,98.2756,101.2092,98.72692308,96.91357143,99.53285714,97.78666667,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Guyana,GUY,97.26493902,97.56030864,96.65487654,97.49389222,97.12594595,97.05142857,97.633875,97.4046875,96.65487654,97.71721591,97.38590164,99.7424,97.78666667,97.54932039,95.87863415,94.61177489,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Haiti,HTI,91.675,91.97557377,87.92696133,110.01,112.5833333,114.4871512,110.1897549,110.7325616,106.5088442,80.34605691,73.86385714,86.5412,82.60824176,88.55924837,85.37924699,84.66455882,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Honduras,HND,80.79936752,83.33003263,84.01059084,81.62809461,90.76216216,80.46393524,87.86319396,84.78612717,80.22406135,82.18367844,83.32192483,83.08924508,84.37240899,85.55041226,89.91023303,90.77775532,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Hungary,HUN,29.57047957,27.59972856,26.31070926,27.39682745,29.67150822,30.82501623,32.06752692,31.44920988,33.56562082,33.07039683,32.59729269,33.27572415,35.11359421,38.75485602,39.40883817,38.85470099,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Iceland,ISL,78.09351852,78.74227679,79.75313901,77.60762931,77.98379913,81.20909871,77.34596639,77.71348624,78.72753555,79.13984694,77.60846561,77.87446237,75.32704433,80.674,79.3923301,81.48888889,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,India,IND,31.24800059,28.84309591,28.92551142,27.30510012,26.36911228,26.0985909,25.12832266,28.33125004,28.99761847,24.87568819,23.42731508,22.81065096,23.44776165,23.90953947,27.87231748,29.72391649,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Indonesia,IDN,49.69032237,51.28719924,48.47783403,50.71564868,50.7832651,41.91821121,43.78145929,42.00454292,45.98599635,46.96986017,44.02063835,44.98337339,50.53667107,45.05160739,44.7370414,42.79006283,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Iran, Islamic Rep.",IRN,64.85495,59.1511605,53.99879953,52.83953825,49.42485328,47.58873403,43.02952209,43.83866951,42.27327548,41.33687306,39.85503427,42.95459798,42.35543445,40.21828352,37.3337049,35.5186143,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Iraq,IRQ,89.39128114,97.87440499,118.3736903,126.9301195,99.03352148,85.67989868,45.19966826,73.45507322,65.82660621,66.08712967,75.87552774,74.56909456,75.44026269,73.8699384,74.70786177,82.76973252,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Ireland,IRL,52.32272545,52.22394187,50.01283808,52.29930004,47.83247969,46.34946873,49.24947895,46.08473571,51.31296928,49.35964312,48.36889989,45.22962803,48.30132979,47.24292546,47.70371452,48.27443038,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Israel,ISR,52.85036066,46.22173052,48.99634441,38.84140279,38.63006231,39.99327219,37.77136657,43.82257421,41.32349665,39.90482343,40.13637067,46.24489088,34.2782403,31.36018853,33.08283792,34.91685259,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Italy,ITA,56.49046384,55.86868447,52.93427953,50.21137614,48.31806302,47.96292982,47.02751682,46.00190436,47.56867199,44.06697609,44.1308276,40.92440133,43.5848538,43.96615316,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Jamaica,JAM,100.9516369,94.66226341,95.74367328,95.4738316,93.966875,91.58378109,77.03140599,98.91751559,90.13932741,89.41989305,93.8945,95.62050633,96.99650396,89.24685135,94.76855967,97.75512258,..,..,..,..
